0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11,11,11,11,1,0,0,0,0,0,0,0,0,0,50
50,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,11,11,11,11,11,1,0,0,0,0,0,0,0,0,0,50
50,0,0,0,0,0,0,0,25,1,0,0,0,0,0,1,0,0,0,0,0,0,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,11,11,11,11,11,1,0,0,0,0,0,0,0,0,0,50
50,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,22,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,11,11,11,11,11,1,0,0,0,0,0,0,0,0,0,50
50,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,22,30,30,30,0,0,22,30,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,30,30,0,0,25,0,0,0,0,25,1,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,22,30,30,0,0,0,0,0,0,0,0,0,0,0,22,30,30,30,0,0,0,0,55,55,0,1,1,1,1,1,11,1,0,0,0,0,0,0,0,0,0,50
50,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,30,30,0,0,0,0,22,2,2,1,1,0,0,22,30,2,0,0,0,0,0,4,0,0,0,0,0,22,30,0,0,0,0,0,0,0,0,0,0,1,3,0,22,2,2,2,0,22,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,3,0,0,0,0,0,1,3,30,30,0,0,22,2,2,2,2,2,2,2,2,1,11,1,0,0,30,30,0,0,0,0,0,50
50,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,1,1,2,2,1,0,0,1,3,1,1,1,1,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,0,0,3,1,1,0,0,22,30,0,0,0,0,22,30,2,2,33,1,0,0,0,0,0,33,0,0,66,0,0,1,0,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,22,30,30,0,0,0,99,0,50
50,0,0,0,0,0,0,22,30,2,0,0,0,0,0,4,0,0,0,0,22,30,0,0,0,0,0,0,33,0,0,0,0,0,33,4,1,1,2,2,0,0,0,0,1,0,9,9,9,80,1,22,30,30,0,0,0,3,0,0,0,0,0,0,0,0,0,22,30,33,1,1,0,22,30,2,2,2,30,1,0,33,1,1,1,1,22,30,30,0,0,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,0,1,4,0,40,40,40,40,40,40,40,40,40,80,1,0,0,1,3,1,1,1,1,1,1,50
50,0,0,0,0,0,0,1,0,1,1,1,1,0,0,4,0,0,0,0,0,3,1,1,1,1,1,1,1,20,20,1,1,1,1,1,1,1,1,2,0,0,0,3,1,0,1,1,1,1,1,1,3,30,0,0,0,33,0,0,0,66,0,0,0,0,0,1,3,1,1,0,0,1,3,1,1,1,0,1,1,1,1,1,0,0,1,3,30,30,0,0,0,3,0,0,0,1,9,9,9,9,9,9,9,9,9,9,80,1,0,3,1,4,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,11,11,11,11,1,50
50,0,0,0,0,0,0,0,0,1,0,0,9,9,80,4,0,0,0,0,0,3,0,1,11,11,11,11,1,1,1,1,1,1,11,11,11,11,1,1,1,1,0,0,1,22,2,2,2,0,1,0,3,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,33,40,80,22,2,2,2,2,0,1,22,30,2,3,3,3,0,0,0,33,0,40,80,1,0,1,1,1,1,1,1,1,1,1,1,1,3,0,1,4,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,3,1,11,11,11,11,1,50
