stage1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,12,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,50,50,50
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,12,12,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,50,50,50
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,30,30,0,0,0,0,55,12,12,12,0,0,0,0,0,0,0,0,0,22,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,50,50,50
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,12,0,3,12,12,22,2,2,2,0,0,0,0,0,0,0,0,0,25,25,12,0,3,0,0,0,0,0,0,0,0,0,0,0,30,2,2,2,0,0,0,0,0,22,2,2,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,22,30,2,2,0,0,0,0,30,0,0,0,0,0,0,0,0,22,30,0,0,0,0,0,0,0,12,0,0,0,12,50,50,50
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,12,12,12,12,12,22,2,2,0,0,30,0,0,22,2,2,2,2,0,33,0,0,0,0,0,0,0,0,0,0,0,3,12,12,12,12,12,12,12,12,12,12,12,0,0,4,50,50,0,0,0,22,30,2,0,0,0,0,0,0,0,12,0,12,12,12,12,0,0,3,0,0,0,0,0,0,0,0,12,3,12,12,12,12,12,0,0,12,0,0,0,12,50,50,50
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,30,0,0,0,33,0,0,0,66,0,0,0,0,33,12,12,55,55,12,12,12,12,12,0,3,12,12,12,12,12,12,12,50,12,0,0,0,0,0,0,0,0,30,0,0,33,12,0,0,0,0,0,0,25,25,0,0,0,0,4,50,50,0,0,0,12,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,12,0,12,12,0,0,0,12,0,0,0,12,50,50,50
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,3,12,12,12,12,0,0,0,0,0,9,9,9,9,80,0,0,4,50,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,66,0,22,30,30,0,0,33,12,0,25,25,0,0,0,12,0,0,0,12,50,50,50
50,0,0,0,0,0,0,0,0,22,30,0,0,0,0,0,0,0,0,0,0,3,12,0,12,0,0,0,0,0,0,0,0,0,0,0,12,30,0,0,0,22,30,30,0,33,0,40,0,22,30,30,0,50,0,0,0,0,0,0,0,0,0,3,12,11,12,0,0,0,0,12,12,12,12,12,12,12,12,12,12,50,50,0,0,0,0,3,0,0,0,0,50,0,0,0,0,3,0,0,12,12,12,12,12,12,12,12,12,12,0,3,12,12,12,0,0,9,9,9,80,0,12,0,0,0,12,50,50,50
50,0,0,0,0,0,0,0,0,12,3,30,0,0,0,0,0,0,0,0,0,3,12,0,12,0,0,0,0,0,0,0,0,0,0,0,12,3,12,0,0,12,3,0,0,12,12,3,0,12,3,12,0,50,0,0,0,0,0,12,12,12,0,3,12,11,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,22,30,30,0,33,0,0,0,0,0,50,0,0,0,33,0,40,80,0,0,0,22,30,2,2,2,2,2,33,4,0,0,0,0,12,12,12,12,12,12,12,12,12,12,50,50,50
50,0,0,0,0,0,0,0,0,0,3,0,30,0,0,0,0,0,0,22,30,30,30,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,12,22,2,2,33,0,0,0,0,3,0,0,3,12,0,50,0,0,0,0,22,2,2,2,0,33,12,11,12,22,30,30,0,0,0,0,12,22,30,30,0,0,0,0,0,12,0,50,50,50,50,30,0,0,0,0,50,0,0,12,12,3,12,0,0,0,12,3,0,12,12,12,12,12,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,50,50,50
50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,3,12,0,12,12,22,30,0,0,0,0,0,0,0,0,0,3,12,12,12,12,12,0,0,30,0,33,0,0,3,12,0,50,20,20,12,12,12,12,12,12,12,12,12,12,12,12,0,3,12,12,0,0,12,12,3,30,0,0,0,0,0,0,0,50,50,50,50,3,0,0,0,0,0,50,0,0,0,3,0,0,0,0,4,33,9,9,9,9,9,40,80,0,0,0,0,0,30,30,0,0,0,0,0,0,0,50,50,50
50,0,0,0,0,25,25,0,0,0,3,0,20,0,0,0,25,25,0,0,0,3,12,0,12,12,12,3,50,50,50,50,0,0,0,4,2,0,12,11,11,12,0,0,0,3,12,12,12,0,3,12,0,0,25,25,0,0,0,0,0,0,0,0,0,0,12,0,0,3,4,12,0,0,25,0,3,0,0,0,0,0,0,0,3,50,50,50,50,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,12,12,12,12,12,12,3,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,50,50,50
50,0,0,22,2,2,2,2,0,0,33,0,12,22,2,2,2,2,2,0,0,33,12,22,2,2,2,33,50,50,50,50,0,22,2,2,2,33,12,11,11,12,0,0,0,33,12,11,12,0,33,12,0,22,2,2,2,2,2,0,0,0,0,0,22,2,2,2,0,33,4,12,0,22,2,2,33,0,0,0,0,0,0,0,33,50,50,50,50,33,0,0,0,22,2,2,2,0,0,33,0,66,0,22,2,2,2,2,2,2,2,33,12,0,0,22,2,2,33,0,0,66,0,0,99,0,0,50,50,50
50,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,12,12,20,20,12,12,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,20,20,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,20,12,12,12,12,12,12,12,12,12,50
50,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,12,50
